Modalità;Punteggio AI;Consiglio;Titolo;Azienda;Sede;Fonte;Programmazione richiesta;Smart Working;Contratto;Junior Friendly;Anni esperienza richiesti;Punti forza per Diego;Punti deboli per Diego;Riassunto AI;Stipendio Min (jobspy);Stipendio Max (jobspy);RAL Stimata AI;Reputazione Azienda;Adatta Neolaureati;Note Azienda;Ricerca usata;Link;Mandata candidatura?
Full Remote IT;6;Valutabile;Bilingual Administrative Assistant;DataAnnotation;;linkedin;Media;Non specificato;Non specificato;Sì;0;Non sono specificate le tecnologie o competenze richieste;Titolo e descrizione non corrispondono alle aspettative di Diego;Offerta di lavoro come Bilingual Administrative Assistant presso DataAnnotation;N/D;N/D;Non stimabile;Sconosciuta;Sì;Poca informazione disponibile;Junior GRC Analyst;https://www.linkedin.com/jobs/view/4304447249;
Full Remote IT;6;Valutabile;Avanade Celebrate Orange Professionals FY26;Avanade;Milano, LOM, IT;indeed;Alta;Non specificato;Dipendente;Sì;0|1|2;Possibilità di lavorare in diverse aree di competenza;Richiede programmazione avanzata;Avanade cerca professionisti per diverse aree, tra cui AI e Software Engineering. Possibilità di crescita all'interno dell'azienda.;N/D;N/D;30.000€-50.000€;Ottima;Sì;Azienda di consulenza tecnologica con una vasta gamma di servizi;Junior Data Analyst;https://it.indeed.com/viewjob?jk=6fd4c4e7852a0564;
Full Remote IT;6;Valutabile;(Simest)_Junior Analyst Compensation & Benefit - sost. maternità;Cassa Depositi e Prestiti;Roma, LAZ, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Non richiede programmazione intensiva;Non è direttamente legata a IT o Cybersecurity;Junior Analyst Compensation & Benefit per Cassa Depositi e Prestiti, Roma, dipendente;N/D;N/D;25.000€-35.000€;Ottima;Sì;Gruppo Cassa Depositi e Prestiti è un'azienda di prestigio;Junior Data Analyst;https://it.indeed.com/viewjob?jk=779d904bf8dd99a9;
Full Remote IT;6;Valutabile;PM / Business analyst - MIlano;Dacomat;Milano, LOM, IT;indeed;Bassa;Sì;Non specificato;Sì;0;Competenze in ambito Cybersecurity;Richiede esperienza nel settore bancario;PM/Business Analyst per progetto Banking a Milano, smart working;N/D;N/D;35.000€-50.000€;Buona;Sì;Dacomat opera nel settore IT e cerca figure con competenze specifiche;Junior Data Analyst;https://it.indeed.com/viewjob?jk=0fbabe008b2c03f7;
Full Remote IT;6;Valutabile;Junior Analyst - Portafoglio e Mercati;Cassa Centrale Banca;Trento, TRE, IT;indeed;Media;No;Dipendente;Sì;0;Offre un contesto dinamico e possibilità di crescita.;Non sembra focalizzata sull'AI Automation o No-Code.;Junior Analyst in una banca, ruolo dinamico.;N/D;N/D;25.000€-35.000€;Buona;Sì;Azienda bancaria con una lunga storia e stabilità.;Junior Data Analyst;https://it.indeed.com/viewjob?jk=2fb203e36bf71630;
Full Remote IT;6;Valutabile;Junior Analyst (Strategic, Finance, Data Analyst, Business, IT);Joinrs;;linkedin;Media;Non specificato;Non specificato;Sì;0;Il ruolo di Junior Analyst potrebbe valorizzare le sue capacità analitiche;L'offerta non specifica chiaramente le tecnologie e gli strumenti utilizzati;L'offerta è per un ruolo di Junior Analyst in un'azienda chiamata Joinrs;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Poca informazione disponibile sull'azienda;Junior Data Analyst;https://www.linkedin.com/jobs/view/4379917107;
Full Remote IT;6;Valutabile;Lead Product Data Analyst;Ruby Labs;Meolo, Veneto, Italy;linkedin;Media;Non specificato;Non specificato;Sì;1;Competenze in analisi e logica valorizzate nel ruolo di Lead Product Data Analyst;Mancanza di informazioni dettagliate sul tipo di contratto e sulla quantità di programmazione richiesta;L'offerta sembra adatta per Diego per il ruolo di Lead Product Data Analyst, valorizzando le sue competenze in analisi;N/D;N/D;30.000€-45.000€;Sconosciuta;Sì;Ruby Labs potrebbe essere una buona opzione se offre un ambiente junior-friendly;Junior Data Analyst;https://www.linkedin.com/jobs/view/4375444576;
Full Remote IT;6;Valutabile;KERING EYEWEAR Junior Product Cost Analyst;Kering;Padova, VEN, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Analisi e logica valorizzate;Non direttamente legato a IT o Cybersecurity;Kering Eyewear cerca Junior Product Cost Analyst per analisi costi di produzione;N/D;N/D;30.000€-40.000€;Ottima;Sì;Parte del gruppo lussuoso Kering;Junior IT Analyst;https://it.indeed.com/viewjob?jk=13fa31b296a52c04;
Full Remote IT;6;Valutabile;Junior Business Analyst;Fincons Group;Trento, TRE, IT;indeed;Media;Non specificato;Dipendente;Sì;0;Conoscenza di base per il settore assicurativo non è richiesta;Richiede conoscenza di PlSql;Junior Business Analyst per progetto Insurance, richiede conoscenza di PlSql e attitudine analitica;N/D;N/D;25.000€-35.000€;Buona;Sì;Società internazionale di consulenza IT con oltre 2500 collaboratori;Junior IT Analyst;https://it.indeed.com/viewjob?jk=e14ad64336cf34df;
Full Remote IT;6;Valutabile;VEL - KSA – Key Supplier Account / Supply Chain Analyst;Leonardo;Pomigliano d'Arco, CAM, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Esperienza in ambito Supply Chain non richiesta;Non focalizzata sull'IT o la tecnologia;Leonardo cerca Key Supplier Account/Supply Chain Analyst per sedi di Pomigliano/Venegono;N/D;N/D;35.000€-50.000€;Ottima;Sì;Gruppo industriale internazionale con presenza in Italia e all'estero;Junior IT Analyst;https://it.indeed.com/viewjob?jk=9d63ca00dd584332;
Full Remote IT;6;Valutabile;Junior Business Analyst;Gruppo Autosped G;Castelnuovo Scrivia, PIE, IT;indeed;Bassa;No;Dipendente;Sì;0;Competenze di analisi e capacità di lavorare con i dati;La posizione richiede presenza fisica a Castelnuovo Scrivia;Posizione Junior Business Analyst presso Gruppo Autosped G, richiede analisi e miglioramento del sistema informatico;N/D;N/D;25.000€-30.000€;Buona;Sì;Gruppo industriale controllato dalla famiglia Gavio;Junior IT Analyst;https://it.indeed.com/viewjob?jk=7aeaf736da48bc96;
Full Remote IT;6;Valutabile;AI Training Experts - Milan;Prolific;;linkedin;Media;Non specificato;Non specificato;Sì;0;Competenze in AI e automazione valorizzate;Mancanza di dettagli sul tipo di contratto e smart working;Offerta per AI Training Experts a Milano, azienda Prolific. Richiede competenze di programmazione e junior-friendly.;N/D;N/D;25.000€-35.000€;Buona;Sì;Prolific è un'azienda con una buona reputazione;Junior IT Analyst;https://www.linkedin.com/jobs/view/4366753149;
Full Remote IT;6;Valutabile;AI Training Experts - Italy;Prolific;;linkedin;Media;Non specificato;Non specificato;Sì;0;Competenze in AI e automazione valorizzate;Mancanza di dettagli sull'offerta;Offerta per AI Training Experts in Italia, azienda Prolific;N/D;N/D;25.000€-35.000€;Buona;Sì;Prolific è nota per progetti di ricerca e testing;Junior IT Analyst;https://www.linkedin.com/jobs/view/4366754124;
Full Remote IT;6;Valutabile;AI Training Experts - Rome;Prolific;;linkedin;Media;Non specificato;Non specificato;Sì;0;Competenze in AI e automazione valorizzate;Mancanza di dettagli sull'offerta;Offerta per AI Training Experts a Roma, azienda Prolific.;N/D;N/D;25.000€-35.000€;Buona;Sì;Prolific è nota per le sue opportunità di lavoro flessibile;Junior IT Analyst;https://www.linkedin.com/jobs/view/4366738751;
Full Remote IT;6;Valutabile;Healthcare Application Analyst;InterSystems Italia;Milan, Lombardy, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Possibilità di lavorare in un'azienda con una buona reputazione;La programmazione richiesta potrebbe non essere in linea con le sue preferenze;L'offerta sembra adatta per un neolaureato, ma richiede programmazione;N/D;N/D;25.000€-35.000€;Buona;Sì;InterSystems Italia sembra essere un'azienda affidabile;Junior IT Analyst;https://www.linkedin.com/jobs/view/4374750635;
Full Remote IT;6;Valutabile;Cyber Security Specialist;Cool Technology SRLS;;linkedin;Alta;Non specificato;Non specificato;Sì;0;Competenze in Cybersecurity;Richiede programmazione;Cyber Security Specialist in Cool Technology SRLS, mansione non specificata;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca descrizione dettagliata dell'offerta;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4376270286;
Full Remote IT;6;Valutabile;Lead Adversarial AI Red-Team Lead;Mercor;;linkedin;Alta;Non specificato;Dipendente;No;3+;Conoscenza della sicurezza;Richiede programmazione intensiva;Lead Adversarial AI Red-Team Lead presso Mercor, richiede esperienza e programmazione;N/D;N/D;40.000€-60.000€;Sconosciuta;No;Richiede esperienza come Lead;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4379906150;
Full Remote IT;6;Valutabile;Information Security Specialist;Mercor;;linkedin;Media;Non specificato;Non specificato;Sì;0;Competenze in Cybersecurity e analisi;Mancanza di dettagli sull'offerta;Offerta per Information Security Specialist presso Mercor;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca nome del recruiter o referente;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4379783071;
Full Remote IT;6;Valutabile;Junior Developer;Robert Half;Milan, Lombardy, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Robert Half è un'azienda conosciuta per le sue offerte di lavoro nel settore IT.;L'offerta non specifica il tipo di contratto o le possibilità di smart working.;L'offerta è per un Junior Developer presso Robert Half, con RAL non specificata.;N/D;N/D;25.000€-35.000€;Buona;Sì;Robert Half è un'azienda di recruitment specializzata.;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4376768750;
Full Remote IT;6;Valutabile;Siemens Solid Edge expert;K2 Partnering Solutions;;linkedin;Alta;Non specificato;Dipendente;Sì;1;Esperienza in ambito IT è un vantaggio;Richiede programmazione avanzata;Siemens Solid Edge expert ricercato da K2 Partnering Solutions. Alta richiesta di programmazione.;N/D;N/D;35.000€-45.000€;Buona;Sì;K2 Partnering Solutions è un'azienda di consulenza IT;Junior RPA Developer;https://www.linkedin.com/jobs/view/4378848236;
Full Remote IT;6;Valutabile;Junior Engineer (Ingegneria) – STEM Background;Joinrs;;linkedin;Media;Non specificato;Non specificato;Sì;0;Il titolo di Junior Engineer potrebbe essere adatto alle sue esigenze di lavoro junior.;L'offerta non specifica dettagli sul tipo di contratto e sullo smart working.;L'offerta sembra adatta a Diego come neolaureato, ma manca di dettagli importanti.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca di informazioni sulla cultura aziendale e sui benefici.;Junior RPA Developer;https://www.linkedin.com/jobs/view/4379783941;
Full Remote IT;6;Valutabile;Software Engineer (AI-Native Platform & Integrations) | Remote;Crossing Hurdles;;linkedin;Alta;Sì;Non specificato;Sì;0;L'offerta riguarda una piattaforma AI-Native;Richiede programmazione, contrariamente alle preferenze di Diego;L'offerta riguarda un ruolo di Software Engineer per piattaforma AI-Native. Richiede programmazione e offre smart working.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda 'Crossing Hurdles', nome che suggerisce innovazione;Junior RPA Developer;https://www.linkedin.com/jobs/view/4377386216;
Full Remote IT;6;Valutabile;BRAKE SOFTWARE SPECIALIST (FULL REMOTE But Six Months in Saudi Arabia);Teoresi Group;;linkedin;Media;Sì;Dipendente;Sì;1|2;Offre lavoro full remote con possibilità di esperienza internazionale;Richiede sei mesi in Arabia Saudita;Lavoro come BRAKE SOFTWARE SPECIALIST full remote con Teoresi Group, con periodo in Arabia Saudita;N/D;N/D;35.000€-45.000€;Buona;Sì;Teoresi Group è un'azienda consolidata nel settore IT;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375517576;
Full Remote IT;6;Valutabile;Junior Databricks Developers;Global Technologies;;linkedin;Alta;Non specificato;Non specificato;Sì;0|1;L'offerta riguarda Databricks, coerente con le sue conoscenze di programmazione e analisi.;Richiede programmazione, contrariamente alle sue preferenze per logica e analisi senza coding manuale.;Offerta per Junior Databricks Developers, richiede programmazione e sembra essere junior-friendly.;N/D;N/D;25.000€-35.000€;Buona;Sì;Global Technologies sembra essere un'azienda con una buona reputazione.;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375983627;
Full Remote IT;6;Valutabile;Odoo Specialist;Avvale;;linkedin;Media;Non specificato;Non specificato;Sì;1;L'offerta è per uno specialist in Odoo, che potrebbe essere in linea con le sue conoscenze di automazione;Non è chiaro se l'offerta richiede programmazione intensiva;Odoo Specialist ricercato da Avvale, dettagli sull'offerta non disponibili;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda non conosciuta, da valutare;Junior RPA Developer;https://www.linkedin.com/jobs/view/4374567647;
Full Remote IT;6;Valutabile;R&D Engineer, Staff Engineer;Ansys;;linkedin;Alta;Non specificato;Dipendente;Sì;0;Esperienza in R&D potrebbe essere interessante per le sue conoscenze in AI e automazione;Richiede programmazione intensa, non adatta alle sue preferenze;Offerta per R&D Engineer da parte di Ansys, richiede programmazione avanzata;N/D;N/D;40.000€-60.000€;Ottima;Sì;Ansys è un'azienda leader nel settore della simulazione e analisi;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375706223;
Full Remote IT;6;Valutabile;Sviluppatore Java Junior Neolaureato;Avangarde Consulting;;linkedin;Alta;Non specificato;Dipendente;Sì;0;L'offerta è per neolaureati e junior-friendly.;Richiede programmazione Java, che non è la sua preferenza.;Offerta per Sviluppatore Java Junior, neolaureato, presso Avangarde Consulting.;N/D;N/D;25.000€-30.000€;Buona;Sì;Azienda di consulenza IT con esperienza nel settore.;Junior RPA Developer;https://www.linkedin.com/jobs/view/4374251907;
Full Remote IT;6;Valutabile;DialogFlow CX Specialist (Italy);INNOCV Solutions;Rome, Latium, Italy;linkedin;Media;Sì;Dipendente;Sì;1;L'offerta sembra allineata con le sue competenze in ambito AI e analisi.;Potrebbe richiedere programmazione più di quanto Diego preferisca.;L'offerta è per un DialogFlow CX Specialist, ruolo che potrebbe interessare Diego per le sue competenze in AI e analisi.;N/D;N/D;25.000€-35.000€;Buona;Sì;INNOCV Solutions sembra essere un'azienda innovativa e orientata all'AI.;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375305074;
Full Remote IT;6;Valutabile;Master Python per il Deep Learning  – Placement 100% con Stage Retribuito Garantito;Itconsulting;;linkedin;Alta;Non specificato;Stage;Sì;0;Conoscenza Python utile per vibecoding e AI Automation;Richiede programmazione intensa, non allineata alle sue preferenze;Master Python per Deep Learning con stage retribuito garantito;N/D;N/D;25.000€-30.000€;Buona;Sì;Itconsulting offre stage retribuito;Junior RPA Developer;https://www.linkedin.com/jobs/view/4378175026;
Full Remote IT;6;Valutabile;TESTER.;Gecal Informatica Srl;Milan, Lombardy, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Ruolo di tester potrebbe essere adatto alle sue preferenze per QA e sicurezza;La richiesta di programmazione potrebbe essere in conflitto con la sua preferenza per meno programmazione;Offerta per ruolo di tester, junior-friendly, azienda Gecal Informatica Srl;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda potrebbe richiedere maggiori informazioni per una valutazione completa;Junior RPA Developer;https://www.linkedin.com/jobs/view/4377770494;
Full Remote IT;6;Valutabile;Developer Relations AI (100% remote);Tether.io;;linkedin;Media;Sì;Non specificato;Sì;1;L'offerta è 100% remote;Il titolo include 'Developer Relations';Tether.io cerca Developer Relations AI, 100% remote;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Poca informazione disponibile su Tether.io;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4379019029;
Full Remote IT;6;Valutabile;Sviluppatore Node. JS/TS;It's Prodigy;;linkedin;Alta;Non specificato;Non specificato;Sì;0;L'offerta richiede Node.js/TS, tecnologia in linea con le sue conoscenze;Diego preferisce ruoli con meno programmazione e più analisi/logica;L'offerta richiede uno sviluppatore Node.js/TS. Potrebbe essere adatta se Diego è disposto a lavorare sulla programmazione.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca informazione sull'azienda e sul tipo di contratto;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4374582128;
Full Remote IT;6;Valutabile;Analista funzionale | Ambito assicurativo;Ulixe Group;;linkedin;Media;Non specificato;Dipendente;Sì;0;Ruolo di analista funzionale in linea con le sue preferenze;Ambito assicurativo potrebbe non essere direttamente in linea con le sue competenze di cybersecurity;Offerta per Analista Funzionale in Ulixe Group, ambito assicurativo, junior-friendly.;N/D;N/D;25.000€-35.000€;Buona;Sì;Ulixe Group sembra essere un'azienda con una buona reputazione per i neolaureati;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4373477034;
